funzione	header	riga	deprecated	firma
ZwUiPopupItemInsert	zwapi_ui_popupform.h	524		ZW_API_C ezwErrors ZwUiPopupItemInsert(const char *menu, int index, const char *label, const char *action, const char *icon);
ZwUiPopupSubMenuItemInsert	zwapi_ui_popupform.h	495		ZW_API_C ezwErrors ZwUiPopupSubMenuItemInsert(const char *menu, const char *submenu, int index, const char *label, const char *action, const char *icon);
ZwUiRibbonPageVisibleGet	zwapi_ui_ribbon.h	97		ZW_API_C ezwErrors ZwUiRibbonPageVisibleGet(const char *ribbonPageName, int *visibility);
ZwUiRibbonPageVisibleSet	zwapi_ui_ribbon.h	74		ZW_API_C ezwErrors ZwUiRibbonPageVisibleSet(const char *ribbonPageName, int visibility);
ZwUserAttributeDataFree	zwapi_attribute.h	728		ZW_API_C ezwErrors ZwUserAttributeDataFree(int userCount, szwUserAttribute **attributeList);
ZwUserAttributeDelete	zwapi_attribute.h	311		ZW_API_C ezwErrors ZwUserAttributeDelete(int strictFlag, int count, const zwString64 *nameList);
ZwUserAttributeExport	zwapi_attribute.h	222		ZW_API_C ezwErrors ZwUserAttributeExport(const char *filePath);
ZwUserAttributeGet	zwapi_attribute.h	250		ZW_API_C ezwErrors ZwUserAttributeGet(const zwString64 attributeName, int *count, szwUserAttribute **attributeList);
ZwUserAttributeImport	zwapi_attribute.h	203		ZW_API_C ezwErrors ZwUserAttributeImport(const char *filePath);
ZwUserAttributeLockSet	zwapi_attribute.h	335		ZW_API_C ezwErrors ZwUserAttributeLockSet(const zwString64 attributeName, ezwAttributeItemLockStatus lockStatus);
ZwUserAttributeSet	zwapi_attribute.h	286		ZW_API_C ezwErrors ZwUserAttributeSet(int count, const szwUserAttribute *attributeList);
ZwUserTableCreateByRowAndColumn	zwapi_table.h	62		ZW_API_C ezwErrors ZwUserTableCreateByRowAndColumn(const zwString32 name, int rows, int columns, szwEntityHandle *table);
ZwUserTableCreateByTemplate	zwapi_table.h	105		ZW_API_C ezwErrors ZwUserTableCreateByTemplate(const zwString32 name, const zwPath templatePath, szwEntityHandle *table);
ZwVariableCreate	zwapi_variable.h	131		ZW_API_C ezwErrors ZwVariableCreate(szwVariableData variable);
ZwVariableListGet	zwapi_variable.h	56		ZW_API_C ezwErrors ZwVariableListGet(const zwString32 name, int *count, szwVariableData **variableList);
ZwVariableListSet	zwapi_variable.h	98		ZW_API_C ezwErrors ZwVariableListSet(int count, const szwVariableData *variableList, int working);
ZwVariableStandardAttributeItemGet	zwapi_variable.h	163		ZW_API_C ezwErrors ZwVariableStandardAttributeItemGet(ezwVariableStandardAttributeItem itemId, int size, char *value);
ZwVariableTextRefresh	zwapi_variable.h	182		ZW_API_C ezwErrors ZwVariableTextRefresh();
ZwVector2AffineCombine	zwapi_vector.h	602		ZW_API_C ezwErrors ZwVector2AffineCombine(szwVector2 vector1, szwVector2 vector2, double scaleFactor, szwVector2 *combinedVector);
ZwVector2Dot	zwapi_vector.h	319		ZW_API_C ezwErrors ZwVector2Dot(szwVector2 vector1, szwVector2 vector2, double *dotPorduct);
ZwVector2IsEqual	zwapi_vector.h	411		ZW_API_C ezwErrors ZwVector2IsEqual(szwVector2 vector1, szwVector2 vector2, double tolerance, int *isEqual);
ZwVector2IsPerpendicular	zwapi_vector.h	66		ZW_API_C ezwErrors ZwVector2IsPerpendicular(szwVector2 vector1, szwVector2 vector2, double cosineTolerance, int *isPerpendicular);
ZwVector2IsZero	zwapi_vector.h	484		ZW_API_C ezwErrors ZwVector2IsZero(szwVector2 vector, double tolerance, int *isZero);
ZwVector2LinearCombine	zwapi_vector.h	655		ZW_API_C ezwErrors ZwVector2LinearCombine(szwVector2 vector1, szwVector2 vector2, double scaleFactor1, double scaleFactor2, szwVector2 *combinedVector);
ZwVector2LinearComponents	zwapi_vector.h	853		ZW_API_C ezwErrors ZwVector2LinearComponents(szwVector2 vector1, szwVector2 vector2, szwVector2 combineVector, double tolerance, int *isExist, double *scale1, double *scale2);
ZwVector2Magnitude	zwapi_vector.h	274		ZW_API_C ezwErrors ZwVector2Magnitude(szwVector2 vector, double *vectorMagnitude);
ZwVector2Negated	zwapi_vector.h	364		ZW_API_C ezwErrors ZwVector2Negated(szwVector2 vector, szwVector2 *negativeV);
ZwVector2Scaling	zwapi_vector.h	160		ZW_API_C ezwErrors ZwVector2Scaling(double scaleFactor, szwVector2 inputVector, szwVector2 *scaleVector);
ZwVector2Subtraction	zwapi_vector.h	229		ZW_API_C ezwErrors ZwVector2Subtraction(szwVector2 vector1, szwVector2 vector2, szwVector2 *subtractionVector);
ZwVector2Sum	zwapi_vector.h	553		ZW_API_C ezwErrors ZwVector2Sum(szwVector2 vector1, szwVector2 vector2, szwVector2 *sumVector);
ZwVector2ToVector3	zwapi_vector.h	704		ZW_API_C ezwErrors ZwVector2ToVector3(szwVector2 vector1, szwVector *vector2);
ZwVector3ToVector2	zwapi_vector.h	727		ZW_API_C ezwErrors ZwVector3ToVector2(szwVector vector1, szwVector2 *vector2);
ZwVector3ToVector4	zwapi_vector.h	750		ZW_API_C ezwErrors ZwVector3ToVector4(szwVector vector1, szwVector4 *vector2);
ZwVector3ToVector4WithWeight	zwapi_vector.h	774		ZW_API_C ezwErrors ZwVector3ToVector4WithWeight(szwVector vector1, double vectorWeight, szwVector4 *vector2);
ZwVector4IsEqual	zwapi_vector.h	461		ZW_API_C ezwErrors ZwVector4IsEqual(szwVector4 vector1, szwVector4 vector2, double tolerance, int *isEqual);
ZwVector4IsZero	zwapi_vector.h	530		ZW_API_C ezwErrors ZwVector4IsZero(szwVector4 vector, double tolerance, int *isZero);
ZwVector4Scaling	zwapi_vector.h	206		ZW_API_C ezwErrors ZwVector4Scaling(double scaleFactor, szwVector4 inputVector, szwVector4 *scaleVector);
ZwVector4ToVector3	zwapi_vector.h	797		ZW_API_C ezwErrors ZwVector4ToVector3(szwVector4 vector1, szwVector *vector2);
ZwVector4ToVector3WithWeight	zwapi_vector.h	821		ZW_API_C ezwErrors ZwVector4ToVector3WithWeight(szwVector4 vector1, szwVector *vector2);
ZwVectorAffineCombine	zwapi_vector.h	628		ZW_API_C ezwErrors ZwVectorAffineCombine(szwVector vector1, szwVector vector2, double scaleFactor, szwVector *combinedVector);
ZwVectorAngleGet	zwapi_vector.h	940		ZW_API_C ezwErrors ZwVectorAngleGet(szwVector vector1, szwVector vector2, double *angle);
ZwVectorCrossProduct	zwapi_vector.h	959		ZW_API_C ezwErrors ZwVectorCrossProduct(szwVector vector1, szwVector vector2, szwVector *cross);
ZwVectorDot	zwapi_vector.h	342		ZW_API_C ezwErrors ZwVectorDot(szwVector vector1, szwVector vector2, double *dotPorduct);
ZwVectorInit	zwapi_vector.h	920		ZW_API_C ezwErrors ZwVectorInit(szwPoint point1, szwPoint point2, szwVector *vector);
ZwVectorIsEqual	zwapi_vector.h	436		ZW_API_C ezwErrors ZwVectorIsEqual(szwVector vector1, szwVector vector2, double tolerance, int *isEqual);
ZwVectorIsPerpendicular	zwapi_vector.h	111		ZW_API_C ezwErrors ZwVectorIsPerpendicular(szwVector vector1, szwVector vector2, double cosineTolerance, int *isPerpendicular);
ZwVectorIsZero	zwapi_vector.h	507		ZW_API_C ezwErrors ZwVectorIsZero(szwVector vectorData, double tolerance, int *isZero);
ZwVectorLinearCombine	zwapi_vector.h	682		ZW_API_C ezwErrors ZwVectorLinearCombine(szwVector vector1, szwVector vector2, double scaleFactor1, double scaleFactor2, szwVector *combinedVector);
ZwVectorLinearComponents	zwapi_vector.h	885		ZW_API_C ezwErrors ZwVectorLinearComponents(szwVector vector1, szwVector vector2, szwVector combineVector, double tolerance, int *isExist, double *scale1, double *scale2);
ZwVectorMagnitude	zwapi_vector.h	296		ZW_API_C ezwErrors ZwVectorMagnitude(szwVector vectorData, double *vectorMagnitude);
ZwVectorNegated	zwapi_vector.h	386		ZW_API_C ezwErrors ZwVectorNegated(szwVector vectorData, szwVector *negativeV);
ZwVectorNormalize	zwapi_vector.h	901		ZW_API_C ezwErrors ZwVectorNormalize(szwVector *vector);
ZwVectorParallelCheck	zwapi_vector.h	1035		ZW_API_C ezwErrors ZwVectorParallelCheck(int orient, szwVector vector1, szwVector vector2, double cosineTolerance, int *ifParallel);
ZwVectorPerpendicularGet	zwapi_vector.h	977		ZW_API_C ezwErrors ZwVectorPerpendicularGet(szwVector vector, szwVector *perpendicular);
ZwVectorReverse	zwapi_vector.h	994		ZW_API_C ezwErrors ZwVectorReverse(szwVector *vector);
ZwVectorScaling	zwapi_vector.h	183		ZW_API_C ezwErrors ZwVectorScaling(double scaleFactor, szwVector inputVector, szwVector *scaleVector);
ZwVectorSubtraction	zwapi_vector.h	252		ZW_API_C ezwErrors ZwVectorSubtraction(szwVector vector1, szwVector vector2, szwVector *subtractionVector);
ZwVectorSum	zwapi_vector.h	576		ZW_API_C ezwErrors ZwVectorSum(szwVector vector1, szwVector vector2, szwVector *sumVector);
ZwVectorTransform	zwapi_vector.h	1058		ZW_API_C ezwErrors ZwVectorTransform(szwMatrix inputMatrix, szwVector *vector);
ZwVectorTripleScaleProduct	zwapi_vector.h	136		ZW_API_C ezwErrors ZwVectorTripleScaleProduct(szwVector vector1, szwVector vector2, szwVector vector3, double *tripleScaleProduct);
ZwViewMatrixGet	zwapi_view.h	392		ZW_API_C ezwErrors ZwViewMatrixGet(const szwEntityHandle *viewHandle, szwMatrix *viewMatrix);
ZwViewParameterGet	zwapi_view.h	344		ZW_API_C ezwErrors ZwViewParameterGet(szwMatrix *frame, double *extent);
ZwViewParameterSet	zwapi_view.h	368		ZW_API_C ezwErrors ZwViewParameterSet(szwMatrix frame, double extent);
ZwViewTransformMatrixGet	zwapi_view.h	427		ZW_API_C ezwErrors ZwViewTransformMatrixGet(szwEntityHandle sourceView, szwEntityHandle destinationView, int isReverse, szwMatrix *transformMatrix);
cvxActiveLayerNumGet	zwapi_layer.h	364		ZW_API_C evxErrors cvxActiveLayerNumGet(int *number);
cvxActiveLayerNumSet	zwapi_layer.h	379		ZW_API_C evxErrors cvxActiveLayerNumSet(int number);
cvxAppAction	zwapi_global_apply.h	1101		ZW_API_C evxErrors cvxAppAction(evxAppAction type, svxAppActionParam *param);
cvxAsmAddToFavorites	zwapi_asm_opts.h	124		ZW_API_C evxErrors cvxAsmAddToFavorites(svxEntPath *path);
cvxAsmAutoRegenStateGetByPath	zwapi_asm_opts.h	740		ZW_API_C evxErrors cvxAsmAutoRegenStateGetByPath(const svxEntPath *compPath, int *autoRegen);
cvxAsmAutoRegenStateSetByPath	zwapi_asm_opts.h	722		ZW_API_C evxErrors cvxAsmAutoRegenStateSetByPath(const svxEntPath *compPath, int autoRegen);
cvxAsmChamfer	zwapi_cmd_assembly.h	1220		ZW_API_C evxErrors cvxAsmChamfer(const svxAsmChmf *data, int *idChmf);
cvxAsmChamferInit	zwapi_cmd_assembly.h	1190		ZW_API_C evxErrors cvxAsmChamferInit(evxAsmChmfType type, svxAsmChmf *data);
cvxAsmCut	zwapi_cmd_assembly.h	1120		ZW_API_C evxErrors cvxAsmCut(const svxAsmCut *data, int *idCut);
cvxAsmCutInit	zwapi_cmd_assembly.h	1092		ZW_API_C evxErrors cvxAsmCutInit(svxAsmCut *data);
cvxAsmDissolve	zwapi_asm_opts.h	60		ZW_API_C evxErrors cvxAsmDissolve(const svxEntPath *path);
cvxAsmFavoritesEnable	zwapi_asm_opts.h	169		ZW_API_C int cvxAsmFavoritesEnable(svxEntPath *path);
cvxAsmFillet	zwapi_cmd_assembly.h	1170		ZW_API_C evxErrors cvxAsmFillet(const svxAsmFllt *data, int *idFllt);
cvxAsmFilletInit	zwapi_cmd_assembly.h	1140		ZW_API_C evxErrors cvxAsmFilletInit(evxChamFlltType type, svxAsmFllt *data);
cvxAsmFlexibleAsmSet	zwapi_asm_opts.h	618		ZW_API_C evxErrors cvxAsmFlexibleAsmSet(const svxEntPath *compPath);
cvxAsmFlexiblePartDataFree	zwapi_asm_opts.h	791		ZW_API_C evxErrors cvxAsmFlexiblePartDataFree(svxAsmFlexDesignData *flexDesignData);
cvxAsmFlexiblePartGet	zwapi_asm_opts.h	776		ZW_API_C evxErrors cvxAsmFlexiblePartGet(const svxEntPath *compPath, svxAsmFlexDesignData *flexDesignData);
cvxAsmFlexiblePartSet	zwapi_asm_opts.h	652		ZW_API_C evxErrors cvxAsmFlexiblePartSet(const svxEntPath *compPath, svxAsmFlexDesignData flexDesignData);
cvxAsmGrpComp	zwapi_asm_opts.h	101		ZW_API_C evxErrors cvxAsmGrpComp(svxAsmGrpCompData *data);
cvxAsmRemoveFromFavorites	zwapi_asm_opts.h	147		ZW_API_C evxErrors cvxAsmRemoveFromFavorites(svxEntPath *path);
cvxAsmReorder	zwapi_asm_comp.h	1179		ZW_API_C evxErrors cvxAsmReorder(const vxLongPath fileName, const vxRootName rootName, int idEnt, evxReorderLoc reorderLoc, int idPreEnt);
cvxAsmTreeEcadRefDesGet	zwapi_asm_opts.h	674		ZW_API_C evxErrors cvxAsmTreeEcadRefDesGet(const svxEntPath *compPath, char *text, int nbytes);
cvxAsmTreeEcadRefDesSet	zwapi_asm_opts.h	584		ZW_API_C evxErrors cvxAsmTreeEcadRefDesSet(const svxEntPath *compPath, const char *text);
cvxAsmTreeRegen	zwapi_asm_opts.h	753		ZW_API_C evxErrors cvxAsmTreeRegen();
cvxAsmUpdateCompRef	zwapi_asm_opts.h	187		ZW_API_C evxErrors cvxAsmUpdateCompRef(const char *OldRootName, const char *NewRootName);
cvxAssemCompVisAll	zwapi_asm_comp.h	534		ZW_API_C evxErrors cvxAssemCompVisAll(int *nSize, int **ppath_mode);
cvxAssembleContextGet	zwapi_asm_opts.h	700		ZW_API_C evxErrors cvxAssembleContextGet(svxAssemblyContext **ctxList, int *num);
cvxAutoRegenGet	zwapi_global_apply.h	176		ZW_API_C void cvxAutoRegenGet(int *Status);
cvxAutoRegenSet	zwapi_global_apply.h	185		ZW_API_C void cvxAutoRegenSet(int Status);
cvxAuxFrameSetAxisVec	zwapi_cmd_paramdefine_param.h	1103		ZW_API_C void cvxAuxFrameSetAxisVec(evxAxisType AxisType, const svxVector *AxisDir);
cvxAuxFrameSetDirXYZOrgBuddy	zwapi_cmd_paramdefine_param.h	1120		ZW_API_C void cvxAuxFrameSetDirXYZOrgBuddy(int idData, int idXFld, int idYFld, int idZFld, int idOrgFld);
cvxAuxFrameSetOrigin	zwapi_cmd_paramdefine_param.h	1089		ZW_API_C void cvxAuxFrameSetOrigin(const svxPoint *Origin);
cvxAuxFrameShow	zwapi_cmd_paramdefine_param.h	1076		ZW_API_C void cvxAuxFrameShow(int idData, int entField, int matField);
cvxAxisCrvDistance	zwapi_math.h	152		ZW_API_C evxErrors cvxAxisCrvDistance(const svxAxis *Axis, const svxCurve *Crv, svxPoint *PntOnAxis, svxPoint *PntOnCrv, double *Distance);
cvxAxisDispModeGet	zwapi_display.h	712		ZW_API_C evxErrors cvxAxisDispModeGet(int idAxis, evxAxisDispMode *DspMode);
cvxAxisDispModeSet	zwapi_display.h	731		ZW_API_C evxErrors cvxAxisDispModeSet(int idAxis, evxAxisDispMode DspMode);
cvxAxisDistance	zwapi_math.h	133		ZW_API_C evxErrors cvxAxisDistance(const svxAxis *Axis1, const svxAxis *Axis2, svxPoint *PntOnAxis1, svxPoint *PntOnAxis2, int *Flag);
cvxAxisEvalPoint	zwapi_math_point.h	371		ZW_API_C evxErrors cvxAxisEvalPoint(const svxAxis *Axis, double Distance, svxPoint *Point);
cvxAxisGetData	zwapi_part_datum_query.h	96		ZW_API_C evxErrors cvxAxisGetData(int idAxis, svxAxisData *Axis);
cvxAxisInqDir	zwapi_part_datum_query.h	74		ZW_API_C evxErrors cvxAxisInqDir(int idAxis, svxPoint *pPnt, svxPoint *pDir);
cvxAxisLengthGet	zwapi_part_datum_query.h	119		ZW_API_C evxErrors cvxAxisLengthGet(int idAxis, double *Length);
cvxAxisLengthSet	zwapi_part_datum_query.h	142		ZW_API_C evxErrors cvxAxisLengthSet(int idAxis, double Length);
cvxAxisPntDistance	zwapi_math_point.h	323		ZW_API_C evxErrors cvxAxisPntDistance(const svxAxis *Axis, const svxPoint *Pnt, double *Distance);
cvxAxisPntProject	zwapi_math_point.h	186		ZW_API_C evxErrors cvxAxisPntProject(const svxAxis *Axis, const svxPoint *Pnt, svxPoint *ProjPnt);
cvxAxisTransform	zwapi_math_matrix.h	428	SI	ZW_API_C void cvxAxisTransform(svxMatrix *Mat, svxAxis *Axis);
cvxBalloonAtGet	zwapi_dim.h	713		ZW_API_C evxErrors cvxBalloonAtGet(int idBalloon, svxBalloonAttr *attr);
cvxBalloonAtSet	zwapi_dim.h	733		ZW_API_C evxErrors cvxBalloonAtSet(int idBalloon, const svxBalloonAttr *attr);
cvxBndBoxAdd	zwapi_math_bndbox.h	130		ZW_API_C void cvxBndBoxAdd(svxBndBox *Box, svxPoint *Pnt);
cvxBndBoxCenter	zwapi_math_bndbox.h	99		ZW_API_C evxErrors cvxBndBoxCenter(const svxBndBox *Box, svxPoint *CenterPnt);
cvxBndBoxContain	zwapi_math_bndbox.h	180		ZW_API_C int cvxBndBoxContain(const svxBndBox *BaseBox, const svxBndBox *OtherBox);
cvxBndBoxDist	zwapi_math_bndbox.h	225		ZW_API_C evxErrors cvxBndBoxDist(const svxBndBox *Box1, const svxBndBox *Box2, double *DistMin, double *DistMax);
cvxBndBoxInit	zwapi_math_bndbox.h	38		ZW_API_C void cvxBndBoxInit(svxBndBox *Box);
cvxBndBoxInit2	zwapi_math_bndbox.h	52		ZW_API_C void cvxBndBoxInit2(svxBndBox *Box);
cvxBndBoxMerge	zwapi_math_bndbox.h	144		ZW_API_C void cvxBndBoxMerge(const svxBndBox *Box1, svxBndBox *Box2);
cvxBndBoxPntDist	zwapi_math_bndbox.h	207		ZW_API_C evxErrors cvxBndBoxPntDist(const svxBndBox *Box, const svxPoint *Point, double *DistMin, double *DistMax);
cvxBndBoxPntLoc	zwapi_math_bndbox.h	116		ZW_API_C evxErrors cvxBndBoxPntLoc(const svxBndBox *Box, const svxPoint *Point, evxPntLocation *PntLoc);
cvxBndBoxPnts	zwapi_math_bndbox.h	83		ZW_API_C void cvxBndBoxPnts(svxBndBox *Box, svxPoint *Pnts);
cvxBndBoxSize	zwapi_math_bndbox.h	154		ZW_API_C double cvxBndBoxSize(svxBndBox *Box);
cvxBndBoxTransform	zwapi_math_matrix.h	499	SI	ZW_API_C void cvxBndBoxTransform(svxMatrix *Mat, svxBndBox *Box);
cvxBndBoxVolume	zwapi_math_bndbox.h	164		ZW_API_C double cvxBndBoxVolume(const svxBndBox *Box);
cvxBomDataFree	zwapi_asm_comp.h	942		ZW_API_C void cvxBomDataFree(svx3DBomData *data);
cvxCSYSGetData	zwapi_part_datum_query.h	280		ZW_API_C evxErrors cvxCSYSGetData(int idCSYS, svxCSYSData *CSYS);
cvxCSYSSetData	zwapi_part_datum_query.h	305		ZW_API_C evxErrors cvxCSYSSetData(int idCSYS, const svxCSYSData *CSYS);
cvxCfgTblInfosSet	zwapi_part_config.h	202		ZW_API_C evxErrors cvxCfgTblInfosSet(int idCfg, svxPartCfgInfo *info);
cvxChamFlltSetDataInit	zwapi_cmd_shape.h	742		ZW_API_C evxErrors cvxChamFlltSetDataInit(svxChamFlltSetData *data);
cvxCmClashDetect	zwapi_cm_query.h	108		ZW_API_C evxErrors cvxCmClashDetect(int partIdx, int stockIdx, int cnt, int *idx_op);
cvxCmCompDelete	zwapi_cm_comp.h	87		ZW_API_C evxErrors cvxCmCompDelete(int idx_CmComp);
cvxCmCompGetAttr	zwapi_cm_comp.h	121		ZW_API_C evxErrors cvxCmCompGetAttr(int idx_CmComp, int cnt, evxCmCompAtrr *attr, svxCmAttrValue **pValue);
cvxCmCompGetIdxFromName	zwapi_cm_query.h	215		ZW_API_C evxErrors cvxCmCompGetIdxFromName(const char *comp_name, int *comp_index);
cvxCmCompInqInfo	zwapi_cm_comp.h	165		ZW_API_C evxErrors cvxCmCompInqInfo(int *compCnt, vxPath **compNames, vxPath **compPaths);
cvxCmCompInqInfoByLongPath	zwapi_cm_comp.h	186		ZW_API_C evxErrors cvxCmCompInqInfoByLongPath(int *compCnt, vxLongPath **compNames, vxLongPath **compPaths);
cvxCmCompInsert	zwapi_cm_comp.h	72		ZW_API_C evxErrors cvxCmCompInsert(char *fileName, char *shapeName, int *idx_CmComp);
cvxCmCompSetAttr	zwapi_cm_comp.h	144		ZW_API_C evxErrors cvxCmCompSetAttr(int idx_CmComp, int cnt, evxCmCompAtrr *attr, svxCmAttrValue *value);
cvxCmConfigFileGetString	zwapi_cm_query.h	151		ZW_API_C evxErrors cvxCmConfigFileGetString(const char *form, int field, int casesensitive,
cvxCmFldRename	zwapi_cm_folder.h	165		ZW_API_C evxErrors cvxCmFldRename(int idx_fld, vxLongName fld_newName);
cvxCmFolderGetAttr	zwapi_cm_folder.h	67		ZW_API_C evxErrors cvxCmFolderGetAttr(int idx_folder, int cnt, int *attr, svxCmAttrValue *value);
cvxCmFolderInqOps	zwapi_cm_folder.h	85		ZW_API_C evxErrors cvxCmFolderInqOps(const vxLongPath folder_name, int *op_cnt, int **op_list);
cvxCmFrameDelete	zwapi_cm_frame.h	80		ZW_API_C evxErrors cvxCmFrameDelete(int idx_frame);
cvxCmFrameGetActive	zwapi_cm_frame.h	175		ZW_API_C evxErrors cvxCmFrameGetActive(int *idx_actFrame);
cvxCmFrameGetAttr	zwapi_cm_frame.h	100		ZW_API_C evxErrors cvxCmFrameGetAttr(int idx_frame, evxCmFrameAttr attr, svxCmAttrValue *value);
cvxCmFrameGetMatrix	zwapi_cm_frame.h	158		ZW_API_C evxErrors cvxCmFrameGetMatrix(int idxFrame, svxMatrix *frameMat);
cvxCmFrameInsert	zwapi_cm_frame.h	65		ZW_API_C evxErrors cvxCmFrameInsert(vxName frame_name, svxPoint origin_point, svxPoint x_point, svxPoint y_point, int *idx_frame);
cvxCmFrameInsert2	zwapi_cm_frame.h	121		ZW_API_C evxErrors cvxCmFrameInsert2(const vxName frame_name, svxMatrix frame_mat, int *idx_frame);
cvxCmFtrDelete	zwapi_cm_ftr.h	457		ZW_API_C evxErrors cvxCmFtrDelete(int idx_ftrgrp);
cvxCmFtrGetComp	zwapi_cm_ftr.h	364		ZW_API_C evxErrors cvxCmFtrGetComp(int *comp_cnt, int **idxComp);
cvxCmFtrInqType	zwapi_cm_ftr.h	513		ZW_API_C evxErrors cvxCmFtrInqType(int idx_Ftr, evxCmFtrType *ftrType);
cvxCmFtrInsert	zwapi_cm_ftr.h	268		ZW_API_C evxErrors cvxCmFtrInsert(evxCmFtrType ftrType, int idx_CmComp, int cnt, int *geom, int *idx_FtrGrp);
