funzione	header	riga	deprecated	firma
ZwSymbolAttributeSymbolWidthSet	zwapi_symbol_attribute.h	121		ezwErrors ZwSymbolAttributeSymbolWidthSet(szwSymbolAttribute *symbolAttribute, ezwLineWidth symbolWidth)
ZwSymbolAttributeTextBigFontNameGet	zwapi_symbol_attribute.h	69		ezwErrors ZwSymbolAttributeTextBigFontNameGet(const szwSymbolAttribute *symbolAttribute, char *fontName2)
ZwSymbolAttributeTextBigFontNameSet	zwapi_symbol_attribute.h	72		ezwErrors ZwSymbolAttributeTextBigFontNameSet(szwSymbolAttribute *symbolAttribute, char *fontName2)
ZwSymbolAttributeTextColorGet	zwapi_symbol_attribute.h	81		ezwErrors ZwSymbolAttributeTextColorGet(const szwSymbolAttribute *symbolAttribute, szwColor *textColor)
ZwSymbolAttributeTextColorSet	zwapi_symbol_attribute.h	84		ezwErrors ZwSymbolAttributeTextColorSet(szwSymbolAttribute *symbolAttribute, szwColor textColor)
ZwSymbolAttributeTextFontNameGet	zwapi_symbol_attribute.h	63		ezwErrors ZwSymbolAttributeTextFontNameGet(const szwSymbolAttribute *symbolAttribute, char *fontName)
ZwSymbolAttributeTextFontNameSet	zwapi_symbol_attribute.h	66		ezwErrors ZwSymbolAttributeTextFontNameSet(szwSymbolAttribute *symbolAttribute, char *fontName)
ZwSymbolAttributeTextShapeGet	zwapi_symbol_attribute.h	75		ezwErrors ZwSymbolAttributeTextShapeGet(const szwSymbolAttribute *symbolAttribute, double *charHeight, double *aspectRatio)
ZwSymbolAttributeTextShapeSet	zwapi_symbol_attribute.h	78		ezwErrors ZwSymbolAttributeTextShapeSet(szwSymbolAttribute *symbolAttribute, double charHeight, double aspectRatio)
ZwTableAttributeGet	zwapi_table.h	86		ezwErrors ZwTableAttributeGet(szwEntityHandle table, szwTableAttribute *tableAttribute, szwTableTextAttribute *textAttribute)
ZwTableAttributeSet	zwapi_table.h	89		ezwErrors ZwTableAttributeSet(szwEntityHandle table, const szwTableAttribute *tableAttribute, const szwTableTextAttribute *textAttribute, int updateAllCell)
ZwTableCellAttributeGet	zwapi_table.h	80		ezwErrors ZwTableCellAttributeGet(szwEntityHandle table, int row, int column, szwTableCellAttribute *cellAttribute, szwTableTextAttribute *textAttribute)
ZwTableCellAttributeSet	zwapi_table.h	83		ezwErrors ZwTableCellAttributeSet(szwEntityHandle table, int row, int column, const szwTableCellAttribute *cellAttribute, const szwTableTextAttribute *textAttribute)
ZwTableCellDataTypeGet	zwapi_table.h	53		ezwErrors ZwTableCellDataTypeGet(szwEntityHandle table, int row, int column, ezwTableCellDataType *dataType)
ZwTableCellDataTypeSet	zwapi_table.h	56		ezwErrors ZwTableCellDataTypeSet(szwEntityHandle table, int row, int column, ezwTableCellDataType dataType)
ZwTableCellDisplayTextGet	zwapi_table.h	92		ezwErrors ZwTableCellDisplayTextGet(szwEntityHandle table, int row, int column, int nBytes, char *text)
ZwTableCellMerge	zwapi_table.h	71		ezwErrors ZwTableCellMerge(szwEntityHandle table, int startRow, int endRow, int startColumn, int endColumn)
ZwTableCellMergedCheck	zwapi_table.h	77		ezwErrors ZwTableCellMergedCheck(szwEntityHandle table, int row, int column, int *merged, szwRectangle *mergeRange)
ZwTableCellTextGet	zwapi_table.h	47		ezwErrors ZwTableCellTextGet(szwEntityHandle table, int row, int column, char *text, int size)
ZwTableCellTextSet	zwapi_table.h	50		ezwErrors ZwTableCellTextSet(szwEntityHandle table, int row, int column, const char *text)
ZwTableCellUnMerge	zwapi_table.h	74		ezwErrors ZwTableCellUnMerge(szwEntityHandle table, int startRow, int endRow, int startColumn, int endColumn)
ZwTableColumnCountGet	zwapi_table.h	32		ezwErrors ZwTableColumnCountGet(szwEntityHandle table, int *count)
ZwTableColumnDelete	zwapi_table.h	44		ezwErrors ZwTableColumnDelete(szwEntityHandle table, int column)
ZwTableColumnInsert	zwapi_table.h	38		ezwErrors ZwTableColumnInsert(szwEntityHandle table, int column)
ZwTableColumnWidthGet	zwapi_table.h	65		ezwErrors ZwTableColumnWidthGet(szwEntityHandle table, int column, double *width)
ZwTableColumnWidthSet	zwapi_table.h	68		ezwErrors ZwTableColumnWidthSet(szwEntityHandle table, int column, double width)
ZwTableInsert	zwapi_table.h	23		ezwErrors ZwTableInsert(szwEntityHandle table, szwTableInsertData data)
ZwTableRowCountGet	zwapi_table.h	26		ezwErrors ZwTableRowCountGet(szwEntityHandle table, int *count)
ZwTableRowDelete	zwapi_table.h	41		ezwErrors ZwTableRowDelete(szwEntityHandle table, int row)
ZwTableRowHeightGet	zwapi_table.h	59		ezwErrors ZwTableRowHeightGet(szwEntityHandle table, int row, double *height)
ZwTableRowHeightSet	zwapi_table.h	62		ezwErrors ZwTableRowHeightSet(szwEntityHandle table, int row, double height)
ZwTableRowInsert	zwapi_table.h	35		ezwErrors ZwTableRowInsert(szwEntityHandle table, int row)
ZwTemplateCommandListModeGet	zwapi_template_command.h	30		ezwErrors ZwTemplateCommandListModeGet(const char *templateName, int idField, int *isList)
ZwTemplateCommandListModeSet	zwapi_template_command.h	33		ezwErrors ZwTemplateCommandListModeSet(const char *templateName, int idField, int isList)
ZwTemplateCommandOptionsGet	zwapi_template_command.h	21		ezwErrors ZwTemplateCommandOptionsGet(const char *templateName, int idField, int nBytes, char *optionsData)
ZwTemplateCommandOptionsSet	zwapi_template_command.h	27		ezwErrors ZwTemplateCommandOptionsSet(const char *templateName, int idField, const char *optionsData)
ZwTextAttributeColorGet	zwapi_text_attribute.h	43		ezwErrors ZwTextAttributeColorGet(szwTextAttribute *textAttribute, szwColor *color)
ZwTextAttributeColorSet	zwapi_text_attribute.h	46		ezwErrors ZwTextAttributeColorSet(szwTextAttribute *textAttribute, szwColor color)
ZwTextAttributeFontGet	zwapi_text_attribute.h	34		ezwErrors ZwTextAttributeFontGet(szwTextAttribute *textAttribute, int nbytes, char *fontName)
ZwTextAttributeFontSet	zwapi_text_attribute.h	40		ezwErrors ZwTextAttributeFontSet(szwTextAttribute *textAttribute, const char *fontName)
ZwTextAttributeFree	zwapi_text_attribute.h	19		ezwErrors ZwTextAttributeFree(szwTextAttribute **textAttribute)
ZwTextAttributeGet	zwapi_text_attribute.h	25		ezwErrors ZwTextAttributeGet(szwEntityHandle text, szwTextAttribute **textAttribute)
ZwTextAttributeHeightGet	zwapi_text_attribute.h	49		ezwErrors ZwTextAttributeHeightGet(szwTextAttribute *textAttribute, double *height)
ZwTextAttributeHeightSet	zwapi_text_attribute.h	52		ezwErrors ZwTextAttributeHeightSet(szwTextAttribute *textAttribute, double height)
ZwTextAttributeInit	zwapi_text_attribute.h	13		ezwErrors ZwTextAttributeInit(ezwAttributeEnvironment textEnvironment, szwTextAttribute **textAttribute)
ZwTextAttributeSet	zwapi_text_attribute.h	31		ezwErrors ZwTextAttributeSet(szwEntityHandle text, const szwTextAttribute *textAttribute)
ZwTextColorBarCreate	zwapi_display.h	255		ezwErrors ZwTextColorBarCreate(int count, const szwColorBarData *data)
ZwTextColorBarOff	zwapi_display.h	257		ezwErrors ZwTextColorBarOff()
ZwTriadDisplayStateGet	zwapi_display.h	237		ezwErrors ZwTriadDisplayStateGet(int *showFrameTriad, int *showCompassTriad, int *showHidden)
ZwTriadDisplayStateSet	zwapi_display.h	234		ezwErrors ZwTriadDisplayStateSet(const int *showFrameTriad, const int *showCompassTriad, const int *showHidden)
ZwUiColorButtonColorGet	zwapi_ui_colorbutton.h	13		ezwErrors ZwUiColorButtonColorGet(const char *form, int idField, ezwColor *colorIndex, szwColor *trueColor)
ZwUiColorButtonColorSet	zwapi_ui_colorbutton.h	19		ezwErrors ZwUiColorButtonColorSet(const char *form, int idField, szwColor color)
ZwUiColorPanelColorGet	zwapi_ui_colorpanel.h	13		ezwErrors ZwUiColorPanelColorGet(const char *form, int idField, ezwColor *colorIndex, szwColor *trueColor)
ZwUiColorPanelColorSet	zwapi_ui_colorpanel.h	19		ezwErrors ZwUiColorPanelColorSet(const char *form, int idField, szwColor color)
ZwUiCommandIconGet	zwapi_ui_command.h	22		ezwErrors ZwUiCommandIconGet(const char *command, char *icon, int size)
ZwUiCommandIconSet	zwapi_ui_command.h	25		ezwErrors ZwUiCommandIconSet(const char *command, const char *icon)
ZwUiCommandStateGet	zwapi_ui_command.h	28		ezwErrors ZwUiCommandStateGet(const char *command, ezwCommandStateType *state)
ZwUiCommandStateSet	zwapi_ui_command.h	31		ezwErrors ZwUiCommandStateSet(const char *command, ezwCommandStateType state)
ZwUiCommandTextGet	zwapi_ui_command.h	13		ezwErrors ZwUiCommandTextGet(const char *command, ezwCommandTextType type, char *text, int size)
ZwUiCommandTextSet	zwapi_ui_command.h	19		ezwErrors ZwUiCommandTextSet(const char *command, const char *text)
ZwUiDrawbackBoxGroupFold	zwapi_ui_drawbackboxgroup.h	13		ezwErrors ZwUiDrawbackBoxGroupFold(const char *form, int fieldIndex, int boxIndex, int fold)
ZwUiFileDialogHide	zwapi_ui_filedialog.h	13		ezwErrors ZwUiFileDialogHide()
ZwUiFileDialogUnHide	zwapi_ui_filedialog.h	20		ezwErrors ZwUiFileDialogUnHide()
ZwUiFormFocusGet	zwapi_ui_form.h	218		ezwErrors ZwUiFormFocusGet(const char *form, int *field)
ZwUiFormFocusSet	zwapi_ui_form.h	221		ezwErrors ZwUiFormFocusSet(const char *form, int field)
ZwUiFormHwndGet	zwapi_ui_form.h	228		ezwErrors ZwUiFormHwndGet(const char *form, void **hwnd)
ZwUiFormImageSet	zwapi_ui_form.h	215		ezwErrors ZwUiFormImageSet(const char *form, int idField, const char *image, ezwFieldImageSettingOption option)
ZwUiFormItemGet	zwapi_ui_form.h	206		ezwErrors ZwUiFormItemGet(const char *form, int idField, int idItem, int nbytes, char *text)
ZwUiFormItemSet	zwapi_ui_form.h	212		ezwErrors ZwUiFormItemSet(const char *form, int idField, int idItem, const char *text)
ZwUiFormListSelectionModeSet	zwapi_ui_form.h	244		ezwErrors ZwUiFormListSelectionModeSet(const char *form, int field, int selectionMode)
ZwUiFormPositionSet	zwapi_ui_form.h	224		ezwErrors ZwUiFormPositionSet(const char *form, const char *relativeForm, szwPixel location, ezwFormMoveType type)
ZwUiListWidgetIconSet	zwapi_ui_listwidget.h	29		ezwErrors ZwUiListWidgetIconSet(const char *form, int field, int row, szwIconInformation data)
ZwUiMatrixCheckBoxesCheckStateGet	zwapi_ui_matrixcheckboxes.h	31		ezwErrors ZwUiMatrixCheckBoxesCheckStateGet(const char *form, int idField, int row, int column, int *checked)
ZwUiMatrixCheckBoxesCheckStateSet	zwapi_ui_matrixcheckboxes.h	34		ezwErrors ZwUiMatrixCheckBoxesCheckStateSet(const char *form, int idField, int row, int column, int check)
ZwUiMatrixCheckBoxesClear	zwapi_ui_matrixcheckboxes.h	22		ezwErrors ZwUiMatrixCheckBoxesClear(const char *form, int idField)
ZwUiMatrixCheckBoxesRowAndColumnGet	zwapi_ui_matrixcheckboxes.h	13		ezwErrors ZwUiMatrixCheckBoxesRowAndColumnGet(const char *form, int idField, int *rows, int *columns)
ZwUiMatrixCheckBoxesRowAndColumnSet	zwapi_ui_matrixcheckboxes.h	19		ezwErrors ZwUiMatrixCheckBoxesRowAndColumnSet(const char *form, int idField, int rows, int columns)
ZwUiMatrixCheckBoxesTextGet	zwapi_ui_matrixcheckboxes.h	25		ezwErrors ZwUiMatrixCheckBoxesTextGet(const char *form, int idField, int row, int column, int nBytes, char *text)
ZwUiMatrixCheckBoxesTextSet	zwapi_ui_matrixcheckboxes.h	28		ezwErrors ZwUiMatrixCheckBoxesTextSet(const char *form, int idField, int row, int column, const char *text)
ZwUiMatrixPopButtonsActiveItemGet	zwapi_ui_matrixpopbuttons.h	31		ezwErrors ZwUiMatrixPopButtonsActiveItemGet(const char *form, int idField, int *row, int *column)
ZwUiMatrixPopButtonsActiveItemSet	zwapi_ui_matrixpopbuttons.h	34		ezwErrors ZwUiMatrixPopButtonsActiveItemSet(const char *form, int idField, int row, int column)
ZwUiMatrixPopButtonsClear	zwapi_ui_matrixpopbuttons.h	22		ezwErrors ZwUiMatrixPopButtonsClear(const char *form, int idField)
ZwUiMatrixPopButtonsRowAndColumnGet	zwapi_ui_matrixpopbuttons.h	13		ezwErrors ZwUiMatrixPopButtonsRowAndColumnGet(const char *form, int idField, int *rows, int *columns)
ZwUiMatrixPopButtonsRowAndColumnSet	zwapi_ui_matrixpopbuttons.h	19		ezwErrors ZwUiMatrixPopButtonsRowAndColumnSet(const char *form, int idField, int rows, int columns)
ZwUiMatrixPopButtonsTextGet	zwapi_ui_matrixpopbuttons.h	25		ezwErrors ZwUiMatrixPopButtonsTextGet(const char *form, int idField, int row, int column, int nBytes, char *text)
ZwUiMatrixPopButtonsTextSet	zwapi_ui_matrixpopbuttons.h	28		ezwErrors ZwUiMatrixPopButtonsTextSet(const char *form, int idField, int row, int column, const char *text)
ZwUiMatrixPushButtonsClear	zwapi_ui_matrixpushbuttons.h	22		ezwErrors ZwUiMatrixPushButtonsClear(const char *form, int idField)
ZwUiMatrixPushButtonsClick	zwapi_ui_matrixpushbuttons.h	31		ezwErrors ZwUiMatrixPushButtonsClick(const char *form, int idField, int row, int column)
ZwUiMatrixPushButtonsRowAndColumnGet	zwapi_ui_matrixpushbuttons.h	13		ezwErrors ZwUiMatrixPushButtonsRowAndColumnGet(const char *form, int idField, int *rows, int *columns)
ZwUiMatrixPushButtonsRowAndColumnSet	zwapi_ui_matrixpushbuttons.h	19		ezwErrors ZwUiMatrixPushButtonsRowAndColumnSet(const char *form, int idField, int rows, int columns)
ZwUiMatrixPushButtonsTextGet	zwapi_ui_matrixpushbuttons.h	25		ezwErrors ZwUiMatrixPushButtonsTextGet(const char *form, int idField, int row, int column, int nBytes, char *text)
ZwUiMatrixPushButtonsTextSet	zwapi_ui_matrixpushbuttons.h	28		ezwErrors ZwUiMatrixPushButtonsTextSet(const char *form, int idField, int row, int column, const char *text)
ZwUiMatrixRadioButtonsCheckStateGet	zwapi_ui_matrixradiobuttons.h	31		ezwErrors ZwUiMatrixRadioButtonsCheckStateGet(const char *form, int idField, int row, int column, int *checked)
ZwUiMatrixRadioButtonsCheckStateSet	zwapi_ui_matrixradiobuttons.h	34		ezwErrors ZwUiMatrixRadioButtonsCheckStateSet(const char *form, int idField, int row, int column, int check)
ZwUiMatrixRadioButtonsClear	zwapi_ui_matrixradiobuttons.h	22		ezwErrors ZwUiMatrixRadioButtonsClear(const char *form, int idField)
ZwUiMatrixRadioButtonsRowAndColumnGet	zwapi_ui_matrixradiobuttons.h	13		ezwErrors ZwUiMatrixRadioButtonsRowAndColumnGet(const char *form, int idField, int *rows, int *columns)
ZwUiMatrixRadioButtonsRowAndColumnSet	zwapi_ui_matrixradiobuttons.h	19		ezwErrors ZwUiMatrixRadioButtonsRowAndColumnSet(const char *form, int idField, int rows, int columns)
ZwUiMatrixRadioButtonsTextGet	zwapi_ui_matrixradiobuttons.h	25		ezwErrors ZwUiMatrixRadioButtonsTextGet(const char *form, int idField, int row, int column, int nBytes, char *text)
ZwUiMatrixRadioButtonsTextSet	zwapi_ui_matrixradiobuttons.h	28		ezwErrors ZwUiMatrixRadioButtonsTextSet(const char *form, int idField, int row, int column, const char *text)
ZwUiOrignalDockWidgetVisibleGet	zwapi_ui_dockwidget.h	20		ezwErrors ZwUiOrignalDockWidgetVisibleGet(ezwUIOriginalDockWidget widget, int *visible)
ZwUiOrignalDockWidgetVisibleSet	zwapi_ui_dockwidget.h	14		ezwErrors ZwUiOrignalDockWidgetVisibleSet(ezwUIOriginalDockWidget widget, int visible)
ZwUiPopupItemInsert	zwapi_ui_popupform.h	89		ezwErrors ZwUiPopupItemInsert(const char *menu, int index, const char *label, const char *action, const char *icon)
ZwUiPopupSubMenuItemInsert	zwapi_ui_popupform.h	83		ezwErrors ZwUiPopupSubMenuItemInsert(const char *menu, const char *submenu, int index, const char *label, const char *action, const char *icon)
ZwUiQuickAccessMenuActionVisibleGet	zwapi_ui_quickaccessmenu.h	14		ezwErrors ZwUiQuickAccessMenuActionVisibleGet(int count, const zwString256 *menuList, const zwString256 actionName, int *visibility)
ZwUiQuickAccessMenuActionVisibleSet	zwapi_ui_quickaccessmenu.h	20		ezwErrors ZwUiQuickAccessMenuActionVisibleSet(int count, const zwString256 *menuList, const zwString256 actionName, int visibility)
ZwUiRibbonActionListVisibleDataInit	zwapi_ui_ribbon.h	41		ezwErrors ZwUiRibbonActionListVisibleDataInit(szwRibbonActionListVisibleData *data)
ZwUiRibbonActionListVisibleGet	zwapi_ui_ribbon.h	47		ezwErrors ZwUiRibbonActionListVisibleGet(int count, szwRibbonActionListVisibleData *data)
ZwUiRibbonActionListVisibleSet	zwapi_ui_ribbon.h	44		ezwErrors ZwUiRibbonActionListVisibleSet(int count, const szwRibbonActionListVisibleData *data)
ZwUiRibbonActionVisibleGet	zwapi_ui_ribbon.h	38		ezwErrors ZwUiRibbonActionVisibleGet(const char *ribbonPageName, const char *groupName, const char *actionName, int *visibility)
ZwUiRibbonActionVisibleSet	zwapi_ui_ribbon.h	35		ezwErrors ZwUiRibbonActionVisibleSet(const char *ribbonPageName, const char *groupName, const char *actionName, int visibility)
ZwUiRibbonDynamicOrderGet	zwapi_ui_ribbon.h	53		ezwErrors ZwUiRibbonDynamicOrderGet(int *dynamicOrder)
ZwUiRibbonDynamicOrderSet	zwapi_ui_ribbon.h	50		ezwErrors ZwUiRibbonDynamicOrderSet(int dynamicOrder)
ZwUiRibbonPageVisibleGet	zwapi_ui_ribbon.h	32		ezwErrors ZwUiRibbonPageVisibleGet(const char *ribbonPageName, int *visibility)
ZwUiRibbonPageVisibleSet	zwapi_ui_ribbon.h	25		ezwErrors ZwUiRibbonPageVisibleSet(const char *ribbonPageName, int visibility)
ZwUiTabWidgetCurrentIndexGet	zwapi_ui_tabwidget.h	23		ezwErrors ZwUiTabWidgetCurrentIndexGet(const char *form, int field, int *index)
ZwUiTabWidgetCurrentIndexSet	zwapi_ui_tabwidget.h	20		ezwErrors ZwUiTabWidgetCurrentIndexSet(const char *form, int field, int index)
ZwUiTableCellAttributeGet	zwapi_ui_tablewidget.h	187		evxErrors ZwUiTableCellAttributeGet(const char *form, int idTable, szwTableAt *attribute)
ZwUiTableCellColorClear	zwapi_ui_form.h	241		ezwErrors ZwUiTableCellColorClear(const char *form, int field, int row, int col)
ZwUiTableCellColorSet	zwapi_ui_form.h	238		ezwErrors ZwUiTableCellColorSet(const char *form, int field, int role, int row, int col, szwColor color)
ZwUiTableComboBoxCompleterSet	zwapi_ui_tablewidget.h	95		ezwErrors ZwUiTableComboBoxCompleterSet(const char *form, int field, int row, int col, int state)
ZwUiTableWidgetCellMerge	zwapi_ui_tablewidget.h	181		ezwErrors ZwUiTableWidgetCellMerge(const char *form, int idTable, int rowBegin, int rowEnd, int columnBegin, int columnEnd)
ZwUiTreeSelectItemByColumn	zwapi_ui_treeview.h	158		ezwErrors ZwUiTreeSelectItemByColumn(const char *form, int field, int id, int column)
ZwUiWidgetColorClear	zwapi_ui_form.h	234		ezwErrors ZwUiWidgetColorClear(const char *form, int field)
ZwUiWidgetColorSet	zwapi_ui_form.h	231		ezwErrors ZwUiWidgetColorSet(const char *form, int field, int role, szwColor color)
ZwUserActionStatusForSaveAsGet	zwapi_message.h	134		ezwErrors ZwUserActionStatusForSaveAsGet(ezwSaveAsStatus *status)
ZwUserActionStatusForSaveAsSet	zwapi_message.h	131		ezwErrors ZwUserActionStatusForSaveAsSet(ezwSaveAsStatus status)
ZwUserActionStatusGet	zwapi_message.h	128		ezwErrors ZwUserActionStatusGet(ezwUserActionStatus *status)
ZwUserActionStatusSet	zwapi_message.h	121		ezwErrors ZwUserActionStatusSet(ezwUserActionStatus status)
ZwUserAttributeDataFree	zwapi_attribute.h	118		ezwErrors ZwUserAttributeDataFree(int userCount, szwUserAttribute **attributeList)
ZwUserAttributeDelete	zwapi_attribute.h	73		ezwErrors ZwUserAttributeDelete(int strictFlag, int count, const zwString64 *nameList)
ZwUserAttributeExport	zwapi_attribute.h	64		ezwErrors ZwUserAttributeExport(const char *filePath)
ZwUserAttributeGet	zwapi_attribute.h	67		ezwErrors ZwUserAttributeGet(const zwString64 attributeName, int *count, szwUserAttribute **attributeList)
ZwUserAttributeImport	zwapi_attribute.h	57		ezwErrors ZwUserAttributeImport(const char *filePath)
ZwUserAttributeLockSet	zwapi_attribute.h	76		ezwErrors ZwUserAttributeLockSet(const zwString64 attributeName, ezwAttributeItemLockStatus lockStatus)
ZwUserAttributeSet	zwapi_attribute.h	70		ezwErrors ZwUserAttributeSet(int count, const szwUserAttribute *attributeList)
ZwUserTableCreateByRowAndColumn	zwapi_table.h	14		ezwErrors ZwUserTableCreateByRowAndColumn(const zwString32 name, int rows, int columns, szwEntityHandle *table)
ZwUserTableCreateByTemplate	zwapi_table.h	20		ezwErrors ZwUserTableCreateByTemplate(const zwString32 name, const zwPath templatePath, szwEntityHandle *table)
ZwVariableCreate	zwapi_variable.h	22		ezwErrors ZwVariableCreate(szwVariableData variable)
ZwVariableDelete	zwapi_variable.h	28		ezwErrors ZwVariableDelete(zwString32 variableName)
ZwVariableFilterDataGet	zwapi_variable.h	40		ezwErrors ZwVariableFilterDataGet(szwEntityHandle handle, szwVariableFilterData *filterData)
ZwVariableIsExternalVariable	zwapi_variable.h	34		ezwErrors ZwVariableIsExternalVariable(zwString32 variableName, int *isExternal)
ZwVariableListGet	zwapi_variable.h	13		ezwErrors ZwVariableListGet(const zwString32 name, int *count, szwVariableData **variableList)
ZwVariableListGetByFilter	zwapi_variable.h	43		ezwErrors ZwVariableListGetByFilter(szwVariableFilterData filterData, int *count, szwEntityHandle **variableList)
ZwVariableListSet	zwapi_variable.h	19		ezwErrors ZwVariableListSet(int count, const szwVariableData *variableList, int working)
